id,user_id,issue_id,role_in_chat,message,attachments,created_at,updated_at,session_id
543,1.0,143,USER,AC not cooling in Vepery,[],2025-03-20 12:11:03.000000+00,2025-03-20 12:11:03.000000+00,80
544,,143,AI,✅ Issue #143 created: '143'. Solver assigned.,[],2025-03-20 12:11:06.000000+00,2025-03-20 12:11:06.000000+00,80
545,1.0,145,USER,network down in Vepery,[],2025-04-03 13:27:19.000000+00,2025-04-03 13:27:19.000000+00,81
546,,145,AI,✅ Issue #145 created: '145'. Solver assigned.,[],2025-04-03 13:27:22.000000+00,2025-04-03 13:27:22.000000+00,81
547,1.0,147,USER,carpentry work needed Vepery,[],2025-04-23 15:40:37.000000+00,2025-04-23 15:40:37.000000+00,82
548,,147,AI,✅ Issue #147 created: '147'. Solver assigned.,[],2025-04-23 15:40:40.000000+00,2025-04-23 15:40:40.000000+00,82
549,1.0,149,USER,switch failure Vepery urgent,[],2025-04-26 16:47:20.000000+00,2025-04-26 16:47:20.000000+00,83
550,,149,AI,✅ Issue #149 created: '149'. Solver assigned.,[],2025-04-26 16:47:23.000000+00,2025-04-26 16:47:23.000000+00,83
551,1.0,151,USER,motor issue at Vepery site,[],2025-05-03 10:26:44.000000+00,2025-05-03 10:26:44.000000+00,84
552,,151,AI,✅ Issue #151 created: '151'. Solver assigned.,[],2025-05-03 10:26:47.000000+00,2025-05-03 10:26:47.000000+00,84
553,1.0,152,USER,wall crack at Vepery,[],2025-05-07 15:55:32.000000+00,2025-05-07 15:55:32.000000+00,85
554,,152,AI,✅ Issue #152 created: '152'. Solver assigned.,[],2025-05-07 15:55:35.000000+00,2025-05-07 15:55:35.000000+00,85
555,1.0,153,USER,machine breakdown at Vepery,[],2025-05-22 13:59:18.000000+00,2025-05-22 13:59:18.000000+00,86
556,,153,AI,✅ Issue #153 created: '153'. Solver assigned.,[],2025-05-22 13:59:21.000000+00,2025-05-22 13:59:21.000000+00,86
557,1.0,154,USER,water leakage at Vepery,[],2025-05-28 12:14:53.000000+00,2025-05-28 12:14:53.000000+00,87
558,,154,AI,✅ Issue #154 created: '154'. Solver assigned.,[],2025-05-28 12:14:56.000000+00,2025-05-28 12:14:56.000000+00,87
559,1.0,155,USER,"electrical panel fault in Vepery, urgent",[],2025-06-07 12:29:35.000000+00,2025-06-07 12:29:35.000000+00,88
560,,155,AI,✅ Issue #155 created: '155'. Solver assigned.,[],2025-06-07 12:29:38.000000+00,2025-06-07 12:29:38.000000+00,88
561,1.0,157,USER,carpentry work needed Vepery,[],2025-06-30 17:55:12.000000+00,2025-06-30 17:55:12.000000+00,89
562,,157,AI,✅ Issue #157 created: '157'. Solver assigned.,[],2025-06-30 17:55:15.000000+00,2025-06-30 17:55:15.000000+00,89
563,1.0,159,USER,mechanical fault Vepery urgent,[],2025-07-05 16:06:33.000000+00,2025-07-05 16:06:33.000000+00,90
564,,159,AI,✅ Issue #159 created: '159'. Solver assigned.,[],2025-07-05 16:06:36.000000+00,2025-07-05 16:06:36.000000+00,90
565,1.0,160,USER,wall crack at Vepery,[],2025-08-03 14:54:21.000000+00,2025-08-03 14:54:21.000000+00,91
566,,160,AI,✅ Issue #160 created: '160'. Solver assigned.,[],2025-08-03 14:54:24.000000+00,2025-08-03 14:54:24.000000+00,91
567,1.0,163,USER,internet not working Vepery,[],2025-08-27 14:31:58.000000+00,2025-08-27 14:31:58.000000+00,92
568,,163,AI,✅ Issue #163 created: '163'. Solver assigned.,[],2025-08-27 14:32:01.000000+00,2025-08-27 14:32:01.000000+00,92
569,1.0,164,USER,pipe burst in Vepery need help,[],2025-09-11 11:34:10.000000+00,2025-09-11 11:34:10.000000+00,93
570,,164,AI,✅ Issue #164 created: '164'. Solver assigned.,[],2025-09-11 11:34:13.000000+00,2025-09-11 11:34:13.000000+00,93
571,1.0,165,USER,water leakage at Vepery,[],2025-09-21 18:54:30.000000+00,2025-09-21 18:54:30.000000+00,94
572,,165,AI,✅ Issue #165 created: '165'. Solver assigned.,[],2025-09-21 18:54:33.000000+00,2025-09-21 18:54:33.000000+00,94
573,1.0,167,USER,window broken at Vepery,[],2025-10-05 14:46:49.000000+00,2025-10-05 14:46:49.000000+00,95
574,,167,AI,✅ Issue #167 created: '167'. Solver assigned.,[],2025-10-05 14:46:52.000000+00,2025-10-05 14:46:52.000000+00,95
575,1.0,169,USER,chiller problem Vepery urgent,[],2025-10-27 15:30:51.000000+00,2025-10-27 15:30:51.000000+00,96
576,,169,AI,✅ Issue #169 created: '169'. Solver assigned.,[],2025-10-27 15:30:54.000000+00,2025-10-27 15:30:54.000000+00,96
577,1.0,171,USER,AC breakdown Vepery,[],2025-11-12 08:56:35.000000+00,2025-11-12 08:56:35.000000+00,97
578,,171,AI,✅ Issue #171 created: '171'. Solver assigned.,[],2025-11-12 08:56:38.000000+00,2025-11-12 08:56:38.000000+00,97
579,1.0,172,USER,plumbing issue urgent at Vepery,[],2025-11-28 09:31:07.000000+00,2025-11-28 09:31:07.000000+00,98
580,,172,AI,✅ Issue #172 created: '172'. Solver assigned.,[],2025-11-28 09:31:10.000000+00,2025-11-28 09:31:10.000000+00,98
581,1.0,173,USER,wall crack at Vepery,[],2025-12-03 16:41:06.000000+00,2025-12-03 16:41:06.000000+00,99
582,,173,AI,✅ Issue #173 created: '173'. Solver assigned.,[],2025-12-03 16:41:09.000000+00,2025-12-03 16:41:09.000000+00,99
583,1.0,175,USER,paint job required Vepery,[],2025-12-25 14:01:03.000000+00,2025-12-25 14:01:03.000000+00,100
584,,175,AI,✅ Issue #175 created: '175'. Solver assigned.,[],2025-12-25 14:01:06.000000+00,2025-12-25 14:01:06.000000+00,100
585,1.0,176,USER,electrical fault Vepery critical,[],2026-01-06 16:21:49.000000+00,2026-01-06 16:21:49.000000+00,101
586,,176,AI,✅ Issue #176 created: '176'. Solver assigned.,[],2026-01-06 16:21:52.000000+00,2026-01-06 16:21:52.000000+00,101
587,2.0,177,USER,chiller problem Ambattur urgent,[],2024-01-26 11:20:42.000000+00,2024-01-26 11:20:42.000000+00,102
588,,177,AI,✅ Issue #177 created: '177'. Solver assigned.,[],2024-01-26 11:20:45.000000+00,2024-01-26 11:20:45.000000+00,102
589,2.0,178,USER,network down in Ambattur,[],2024-02-06 14:51:08.000000+00,2024-02-06 14:51:08.000000+00,103
590,,178,AI,✅ Issue #178 created: '178'. Solver assigned.,[],2024-02-06 14:51:11.000000+00,2024-02-06 14:51:11.000000+00,103
591,2.0,181,USER,painting work needed Ambattur,[],2024-04-06 11:00:11.000000+00,2024-04-06 11:00:11.000000+00,104
592,,181,AI,✅ Issue #181 created: '181'. Solver assigned.,[],2024-04-06 11:00:14.000000+00,2024-04-06 11:00:14.000000+00,104
593,2.0,182,USER,broken furniture Ambattur,[],2024-04-07 11:23:19.000000+00,2024-04-07 11:23:19.000000+00,105
594,,182,AI,✅ Issue #182 created: '182'. Solver assigned.,[],2024-04-07 11:23:22.000000+00,2024-04-07 11:23:22.000000+00,105
595,2.0,183,USER,AC breakdown Ambattur,[],2024-04-16 12:28:26.000000+00,2024-04-16 12:28:26.000000+00,106
596,,183,AI,✅ Issue #183 created: '183'. Solver assigned.,[],2024-04-16 12:28:29.000000+00,2024-04-16 12:28:29.000000+00,106
597,2.0,184,USER,plumbing issue urgent at Ambattur,[],2024-04-16 11:38:03.000000+00,2024-04-16 11:38:03.000000+00,107
598,,184,AI,✅ Issue #184 created: '184'. Solver assigned.,[],2024-04-16 11:38:06.000000+00,2024-04-16 11:38:06.000000+00,107
599,2.0,185,USER,broken furniture Ambattur,[],2024-04-20 10:24:34.000000+00,2024-04-20 10:24:34.000000+00,108
600,,185,AI,✅ Issue #185 created: '185'. Solver assigned.,[],2024-04-20 10:24:37.000000+00,2024-04-20 10:24:37.000000+00,108
601,2.0,186,USER,mechanical fault Ambattur urgent,[],2024-05-02 13:45:40.000000+00,2024-05-02 13:45:40.000000+00,109
602,,186,AI,✅ Issue #186 created: '186'. Solver assigned.,[],2024-05-02 13:45:43.000000+00,2024-05-02 13:45:43.000000+00,109
603,2.0,187,USER,network down in Ambattur,[],2024-06-24 11:37:25.000000+00,2024-06-24 11:37:25.000000+00,110
604,,187,AI,✅ Issue #187 created: '187'. Solver assigned.,[],2024-06-24 11:37:28.000000+00,2024-06-24 11:37:28.000000+00,110
605,2.0,189,USER,water leakage at Ambattur,[],2024-08-17 10:48:41.000000+00,2024-08-17 10:48:41.000000+00,111
606,,189,AI,✅ Issue #189 created: '189'. Solver assigned.,[],2024-08-17 10:48:44.000000+00,2024-08-17 10:48:44.000000+00,111
607,2.0,190,USER,machine breakdown at Ambattur,[],2024-08-22 10:04:30.000000+00,2024-08-22 10:04:30.000000+00,112
608,,190,AI,✅ Issue #190 created: '190'. Solver assigned.,[],2024-08-22 10:04:33.000000+00,2024-08-22 10:04:33.000000+00,112
609,2.0,191,USER,pipe burst in Ambattur need help,[],2024-09-06 09:53:18.000000+00,2024-09-06 09:53:18.000000+00,113
610,,191,AI,✅ Issue #191 created: '191'. Solver assigned.,[],2024-09-06 09:53:21.000000+00,2024-09-06 09:53:21.000000+00,113
611,2.0,192,USER,switch failure Ambattur urgent,[],2024-10-02 09:58:51.000000+00,2024-10-02 09:58:51.000000+00,114
612,,192,AI,✅ Issue #192 created: '192'. Solver assigned.,[],2024-10-02 09:58:54.000000+00,2024-10-02 09:58:54.000000+00,114
613,2.0,200,USER,wall crack at Ambattur,[],2024-11-24 11:15:19.000000+00,2024-11-24 11:15:19.000000+00,115
614,,200,AI,✅ Issue #200 created: '200'. Solver assigned.,[],2024-11-24 11:15:22.000000+00,2024-11-24 11:15:22.000000+00,115
615,2.0,201,USER,lights not working Ambattur,[],2024-12-03 12:33:26.000000+00,2024-12-03 12:33:26.000000+00,116
616,,201,AI,✅ Issue #201 created: '201'. Solver assigned.,[],2024-12-03 12:33:29.000000+00,2024-12-03 12:33:29.000000+00,116
617,2.0,203,USER,mechanical fault Ambattur urgent,[],2024-12-09 17:26:03.000000+00,2024-12-09 17:26:03.000000+00,117
618,,203,AI,✅ Issue #203 created: '203'. Solver assigned.,[],2024-12-09 17:26:06.000000+00,2024-12-09 17:26:06.000000+00,117
619,2.0,206,USER,wall crack at Ambattur,[],2025-03-17 13:04:07.000000+00,2025-03-17 13:04:07.000000+00,118
620,,206,AI,✅ Issue #206 created: '206'. Solver assigned.,[],2025-03-17 13:04:10.000000+00,2025-03-17 13:04:10.000000+00,118
621,2.0,211,USER,AC not cooling in Ambattur,[],2025-04-14 09:41:21.000000+00,2025-04-14 09:41:21.000000+00,119
622,,211,AI,✅ Issue #211 created: '211'. Solver assigned.,[],2025-04-14 09:41:24.000000+00,2025-04-14 09:41:24.000000+00,119
623,2.0,212,USER,connectivity issue Ambattur,[],2025-04-28 12:59:51.000000+00,2025-04-28 12:59:51.000000+00,120
624,,212,AI,✅ Issue #212 created: '212'. Solver assigned.,[],2025-04-28 12:59:54.000000+00,2025-04-28 12:59:54.000000+00,120
625,2.0,213,USER,switch failure Ambattur urgent,[],2025-05-06 14:19:28.000000+00,2025-05-06 14:19:28.000000+00,121
626,,213,AI,✅ Issue #213 created: '213'. Solver assigned.,[],2025-05-06 14:19:31.000000+00,2025-05-06 14:19:31.000000+00,121
627,2.0,215,USER,plumbing issue urgent at Ambattur,[],2025-06-17 13:50:28.000000+00,2025-06-17 13:50:28.000000+00,122
628,,215,AI,✅ Issue #215 created: '215'. Solver assigned.,[],2025-06-17 13:50:31.000000+00,2025-06-17 13:50:31.000000+00,122
629,2.0,216,USER,mechanical fault Ambattur urgent,[],2025-06-18 12:23:23.000000+00,2025-06-18 12:23:23.000000+00,123
630,,216,AI,✅ Issue #216 created: '216'. Solver assigned.,[],2025-06-18 12:23:26.000000+00,2025-06-18 12:23:26.000000+00,123
631,2.0,217,USER,pipe burst in Ambattur need help,[],2025-06-28 13:58:35.000000+00,2025-06-28 13:58:35.000000+00,124
632,,217,AI,✅ Issue #217 created: '217'. Solver assigned.,[],2025-06-28 13:58:38.000000+00,2025-06-28 13:58:38.000000+00,124
633,2.0,219,USER,door not closing Ambattur,[],2025-08-12 14:59:44.000000+00,2025-08-12 14:59:44.000000+00,125
634,,219,AI,✅ Issue #219 created: '219'. Solver assigned.,[],2025-08-12 14:59:47.000000+00,2025-08-12 14:59:47.000000+00,125
635,2.0,220,USER,power issue at Ambattur,[],2025-08-15 12:51:35.000000+00,2025-08-15 12:51:35.000000+00,126
636,,220,AI,✅ Issue #220 created: '220'. Solver assigned.,[],2025-08-15 12:51:38.000000+00,2025-08-15 12:51:38.000000+00,126
637,2.0,222,USER,pipe burst in Ambattur need help,[],2025-09-24 17:03:53.000000+00,2025-09-24 17:03:53.000000+00,127
638,,222,AI,✅ Issue #222 created: '222'. Solver assigned.,[],2025-09-24 17:03:56.000000+00,2025-09-24 17:03:56.000000+00,127
639,2.0,223,USER,"electrical panel fault in Ambattur, urgent",[],2025-10-07 11:05:16.000000+00,2025-10-07 11:05:16.000000+00,128
640,,223,AI,✅ Issue #223 created: '223'. Solver assigned.,[],2025-10-07 11:05:19.000000+00,2025-10-07 11:05:19.000000+00,128
641,2.0,224,USER,network down in Ambattur,[],2025-10-16 10:39:46.000000+00,2025-10-16 10:39:46.000000+00,129
642,,224,AI,✅ Issue #224 created: '224'. Solver assigned.,[],2025-10-16 10:39:49.000000+00,2025-10-16 10:39:49.000000+00,129
643,2.0,227,USER,equipment failure Ambattur,[],2025-11-08 14:55:22.000000+00,2025-11-08 14:55:22.000000+00,130
644,,227,AI,✅ Issue #227 created: '227'. Solver assigned.,[],2025-11-08 14:55:25.000000+00,2025-11-08 14:55:25.000000+00,130
645,2.0,228,USER,paint job required Ambattur,[],2026-01-12 09:18:24.000000+00,2026-01-12 09:18:24.000000+00,131
646,,228,AI,✅ Issue #228 created: '228'. Solver assigned.,[],2026-01-12 09:18:27.000000+00,2026-01-12 09:18:27.000000+00,131
647,2.0,229,USER,painting work needed Guindy,[],2024-01-20 11:57:46.000000+00,2024-01-20 11:57:46.000000+00,132
648,,229,AI,✅ Issue #229 created: '229'. Solver assigned.,[],2024-01-20 11:57:49.000000+00,2024-01-20 11:57:49.000000+00,132
649,2.0,230,USER,"electrical panel fault in Guindy, urgent",[],2024-01-27 13:53:24.000000+00,2024-01-27 13:53:24.000000+00,133
650,,230,AI,✅ Issue #230 created: '230'. Solver assigned.,[],2024-01-27 13:53:27.000000+00,2024-01-27 13:53:27.000000+00,133
651,2.0,231,USER,connectivity issue Guindy,[],2024-02-12 10:32:49.000000+00,2024-02-12 10:32:49.000000+00,134
652,,231,AI,✅ Issue #231 created: '231'. Solver assigned.,[],2024-02-12 10:32:52.000000+00,2024-02-12 10:32:52.000000+00,134
653,2.0,232,USER,HVAC issue at Guindy site,[],2024-02-13 10:58:34.000000+00,2024-02-13 10:58:34.000000+00,135
654,,232,AI,✅ Issue #232 created: '232'. Solver assigned.,[],2024-02-13 10:58:37.000000+00,2024-02-13 10:58:37.000000+00,135
655,2.0,233,USER,HVAC issue at Guindy site,[],2024-02-17 17:19:49.000000+00,2024-02-17 17:19:49.000000+00,136
656,,233,AI,✅ Issue #233 created: '233'. Solver assigned.,[],2024-02-17 17:19:52.000000+00,2024-02-17 17:19:52.000000+00,136
657,2.0,237,USER,wall crack at Guindy,[],2024-03-25 12:41:12.000000+00,2024-03-25 12:41:12.000000+00,137
658,,237,AI,✅ Issue #237 created: '237'. Solver assigned.,[],2024-03-25 12:41:15.000000+00,2024-03-25 12:41:15.000000+00,137
659,2.0,238,USER,water leakage at Guindy,[],2024-04-02 16:11:59.000000+00,2024-04-02 16:11:59.000000+00,138
660,,238,AI,✅ Issue #238 created: '238'. Solver assigned.,[],2024-04-02 16:12:02.000000+00,2024-04-02 16:12:02.000000+00,138
661,2.0,239,USER,connectivity issue Guindy,[],2024-04-04 11:29:41.000000+00,2024-04-04 11:29:41.000000+00,139
662,,239,AI,✅ Issue #239 created: '239'. Solver assigned.,[],2024-04-04 11:29:44.000000+00,2024-04-04 11:29:44.000000+00,139
663,2.0,242,USER,internet not working Guindy,[],2024-04-26 11:37:46.000000+00,2024-04-26 11:37:46.000000+00,140
664,,242,AI,✅ Issue #242 created: '242'. Solver assigned.,[],2024-04-26 11:37:49.000000+00,2024-04-26 11:37:49.000000+00,140
665,2.0,244,USER,broken furniture Guindy,[],2024-05-02 18:23:26.000000+00,2024-05-02 18:23:26.000000+00,141
666,,244,AI,✅ Issue #244 created: '244'. Solver assigned.,[],2024-05-02 18:23:29.000000+00,2024-05-02 18:23:29.000000+00,141
667,2.0,245,USER,connectivity issue Guindy,[],2024-07-08 09:35:57.000000+00,2024-07-08 09:35:57.000000+00,142
668,,245,AI,✅ Issue #245 created: '245'. Solver assigned.,[],2024-07-08 09:36:00.000000+00,2024-07-08 09:36:00.000000+00,142
669,2.0,246,USER,plumbing issue urgent at Guindy,[],2024-07-26 16:28:51.000000+00,2024-07-26 16:28:51.000000+00,143
670,,246,AI,✅ Issue #246 created: '246'. Solver assigned.,[],2024-07-26 16:28:54.000000+00,2024-07-26 16:28:54.000000+00,143
671,2.0,247,USER,pipe broken in Guindy site need to fix,[],2024-08-07 08:16:52.000000+00,2024-08-07 08:16:52.000000+00,144
672,,247,AI,✅ Issue #247 created: '247'. Solver assigned.,[],2024-08-07 08:16:55.000000+00,2024-08-07 08:16:55.000000+00,144
673,2.0,248,USER,pipe broken in Guindy site need to fix,[],2024-08-10 16:59:30.000000+00,2024-08-10 16:59:30.000000+00,145
674,,248,AI,✅ Issue #248 created: '248'. Solver assigned.,[],2024-08-10 16:59:33.000000+00,2024-08-10 16:59:33.000000+00,145
675,2.0,250,USER,plumbing issue urgent at Guindy,[],2024-09-03 11:00:48.000000+00,2024-09-03 11:00:48.000000+00,146
676,,250,AI,✅ Issue #250 created: '250'. Solver assigned.,[],2024-09-03 11:00:51.000000+00,2024-09-03 11:00:51.000000+00,146
677,2.0,251,USER,carpentry work needed Guindy,[],2024-09-12 11:59:56.000000+00,2024-09-12 11:59:56.000000+00,147
678,,251,AI,✅ Issue #251 created: '251'. Solver assigned.,[],2024-09-12 11:59:59.000000+00,2024-09-12 11:59:59.000000+00,147
679,2.0,252,USER,pipe burst in Guindy need help,[],2024-10-05 13:45:55.000000+00,2024-10-05 13:45:55.000000+00,148
680,,252,AI,✅ Issue #252 created: '252'. Solver assigned.,[],2024-10-05 13:45:58.000000+00,2024-10-05 13:45:58.000000+00,148
681,2.0,254,USER,carpentry work needed Guindy,[],2024-10-08 16:58:11.000000+00,2024-10-08 16:58:11.000000+00,149
682,,254,AI,✅ Issue #254 created: '254'. Solver assigned.,[],2024-10-08 16:58:14.000000+00,2024-10-08 16:58:14.000000+00,149
683,2.0,255,USER,electrical fault Guindy critical,[],2024-10-13 10:34:30.000000+00,2024-10-13 10:34:30.000000+00,150
684,,255,AI,✅ Issue #255 created: '255'. Solver assigned.,[],2024-10-13 10:34:33.000000+00,2024-10-13 10:34:33.000000+00,150
685,2.0,256,USER,lights not working Guindy,[],2024-10-23 10:15:16.000000+00,2024-10-23 10:15:16.000000+00,151
686,,256,AI,✅ Issue #256 created: '256'. Solver assigned.,[],2024-10-23 10:15:19.000000+00,2024-10-23 10:15:19.000000+00,151
687,2.0,258,USER,lights not working Guindy,[],2024-10-28 10:48:30.000000+00,2024-10-28 10:48:30.000000+00,152
688,,258,AI,✅ Issue #258 created: '258'. Solver assigned.,[],2024-10-28 10:48:33.000000+00,2024-10-28 10:48:33.000000+00,152
