id,assignment_id,solver_id,attempt_number,initiated_at,answered_at,ended_at,status,updated_at,call_sid
165,86,6,1,2024-03-22 11:32:22.000000+00,2024-03-22 11:32:36.000000+00,2024-03-22 11:34:47.000000+00,ANSWERED,2024-03-22 11:37:22.000000+00,
166,87,7,1,2024-03-25 16:11:15.000000+00,2024-03-25 16:11:35.000000+00,2024-03-25 16:13:52.000000+00,ANSWERED,2024-03-25 16:16:15.000000+00,
167,88,7,1,2024-03-28 14:08:41.000000+00,,,MISSED,2024-03-28 14:13:41.000000+00,
168,88,7,2,2024-03-28 22:08:41.000000+00,2024-03-28 22:08:50.000000+00,2024-03-28 22:11:18.000000+00,ANSWERED,2024-03-28 22:13:41.000000+00,
169,89,8,1,2024-05-07 11:29:00.000000+00,,,MISSED,2024-05-07 11:34:00.000000+00,
170,89,8,2,2024-05-07 13:29:00.000000+00,2024-05-07 13:29:09.000000+00,2024-05-07 13:32:58.000000+00,ANSWERED,2024-05-07 13:34:00.000000+00,
171,90,6,1,2024-05-13 15:39:03.000000+00,,,MISSED,2024-05-13 15:44:03.000000+00,
172,90,6,2,2024-05-13 17:39:03.000000+00,,,MISSED,2024-05-13 17:44:03.000000+00,
173,90,6,3,2024-05-13 19:39:03.000000+00,,,MISSED,2024-05-13 19:44:03.000000+00,
174,90,6,4,2024-05-13 21:39:03.000000+00,,,MISSED,2024-05-13 21:44:03.000000+00,
175,90,6,5,2024-05-13 23:39:03.000000+00,,,MISSED,2024-05-13 23:44:03.000000+00,
176,91,10,1,2024-05-18 15:48:55.000000+00,,,MISSED,2024-05-18 15:53:55.000000+00,
177,91,10,2,2024-05-18 23:48:55.000000+00,,,MISSED,2024-05-18 23:53:55.000000+00,
178,91,10,3,2024-05-19 07:48:55.000000+00,2024-05-19 07:49:19.000000+00,2024-05-19 07:52:37.000000+00,ANSWERED,2024-05-19 07:53:55.000000+00,
179,92,10,1,2024-06-08 15:04:16.000000+00,2024-06-08 15:04:36.000000+00,2024-06-08 15:07:17.000000+00,ANSWERED,2024-06-08 15:09:16.000000+00,
180,93,10,1,2024-06-15 10:34:39.000000+00,,,MISSED,2024-06-15 10:39:39.000000+00,
181,93,10,2,2024-06-15 12:34:39.000000+00,,,MISSED,2024-06-15 12:39:39.000000+00,
182,93,10,3,2024-06-15 14:34:39.000000+00,,,MISSED,2024-06-15 14:39:39.000000+00,
183,93,10,4,2024-06-15 16:34:39.000000+00,,,MISSED,2024-06-15 16:39:39.000000+00,
184,93,10,5,2024-06-15 18:34:39.000000+00,,,MISSED,2024-06-15 18:39:39.000000+00,
185,94,9,1,2024-06-17 13:15:28.000000+00,,,MISSED,2024-06-17 13:20:28.000000+00,
186,94,9,2,2024-06-17 17:15:28.000000+00,2024-06-17 17:15:53.000000+00,2024-06-17 17:19:32.000000+00,ANSWERED,2024-06-17 17:20:28.000000+00,
187,95,9,1,2024-06-22 17:21:07.000000+00,,,MISSED,2024-06-22 17:26:07.000000+00,
188,95,9,2,2024-06-22 19:21:07.000000+00,2024-06-22 19:21:15.000000+00,2024-06-22 19:24:22.000000+00,ANSWERED,2024-06-22 19:26:07.000000+00,
189,96,6,1,2024-06-23 17:08:05.000000+00,2024-06-23 17:08:19.000000+00,2024-06-23 17:10:42.000000+00,ANSWERED,2024-06-23 17:13:05.000000+00,
190,97,9,1,2024-06-25 14:05:07.000000+00,,,MISSED,2024-06-25 14:10:07.000000+00,
191,97,9,2,2024-06-25 18:05:07.000000+00,2024-06-25 18:05:15.000000+00,2024-06-25 18:08:58.000000+00,ANSWERED,2024-06-25 18:10:07.000000+00,
192,98,8,1,2024-06-29 19:00:02.000000+00,,,MISSED,2024-06-29 19:05:02.000000+00,
193,98,8,2,2024-06-29 23:00:02.000000+00,2024-06-29 23:00:23.000000+00,2024-06-29 23:03:05.000000+00,ANSWERED,2024-06-29 23:05:02.000000+00,
194,99,9,1,2024-06-30 17:01:26.000000+00,2024-06-30 17:01:50.000000+00,2024-06-30 17:04:06.000000+00,ANSWERED,2024-06-30 17:06:26.000000+00,
195,100,8,1,2024-07-02 13:07:54.000000+00,,,MISSED,2024-07-02 13:12:54.000000+00,
196,101,9,1,2024-07-13 14:22:55.000000+00,,,MISSED,2024-07-13 14:27:55.000000+00,
197,101,9,2,2024-07-13 18:22:55.000000+00,2024-07-13 18:23:18.000000+00,2024-07-13 18:26:00.000000+00,ANSWERED,2024-07-13 18:27:55.000000+00,
198,102,9,1,2024-07-24 12:21:02.000000+00,,,MISSED,2024-07-24 12:26:02.000000+00,
199,102,9,2,2024-07-24 16:21:02.000000+00,2024-07-24 16:21:18.000000+00,2024-07-24 16:24:21.000000+00,ANSWERED,2024-07-24 16:26:02.000000+00,
200,103,6,1,2024-07-26 12:50:27.000000+00,,,MISSED,2024-07-26 12:55:27.000000+00,
201,103,6,2,2024-07-26 16:50:27.000000+00,2024-07-26 16:50:38.000000+00,2024-07-26 16:54:23.000000+00,ANSWERED,2024-07-26 16:55:27.000000+00,
202,104,10,1,2024-07-27 12:31:20.000000+00,,,MISSED,2024-07-27 12:36:20.000000+00,
203,104,10,2,2024-07-27 14:31:20.000000+00,,,MISSED,2024-07-27 14:36:20.000000+00,
204,104,10,3,2024-07-27 16:31:20.000000+00,2024-07-27 16:31:41.000000+00,2024-07-27 16:35:37.000000+00,ANSWERED,2024-07-27 16:36:20.000000+00,
205,105,9,1,2024-07-28 12:18:27.000000+00,,,MISSED,2024-07-28 12:23:27.000000+00,
206,105,9,2,2024-07-28 16:18:27.000000+00,,,MISSED,2024-07-28 16:23:27.000000+00,
207,105,9,3,2024-07-28 20:18:27.000000+00,2024-07-28 20:18:41.000000+00,2024-07-28 20:22:33.000000+00,ANSWERED,2024-07-28 20:23:27.000000+00,
208,106,9,1,2024-08-02 14:10:52.000000+00,,,MISSED,2024-08-02 14:15:52.000000+00,
209,106,9,2,2024-08-02 18:10:52.000000+00,,,MISSED,2024-08-02 18:15:52.000000+00,
210,106,9,3,2024-08-02 22:10:52.000000+00,,,MISSED,2024-08-02 22:15:52.000000+00,
211,106,9,4,2024-08-03 02:10:52.000000+00,,,MISSED,2024-08-03 02:15:52.000000+00,
212,107,9,1,2024-08-04 16:34:26.000000+00,2024-08-04 16:34:35.000000+00,2024-08-04 16:38:28.000000+00,ANSWERED,2024-08-04 16:39:26.000000+00,
213,108,8,1,2024-08-13 16:49:33.000000+00,2024-08-13 16:49:43.000000+00,2024-08-13 16:53:00.000000+00,ANSWERED,2024-08-13 16:54:33.000000+00,
214,109,6,1,2024-08-31 15:53:57.000000+00,,,MISSED,2024-08-31 15:58:57.000000+00,
215,109,6,2,2024-08-31 19:53:57.000000+00,2024-08-31 19:54:21.000000+00,2024-08-31 19:58:12.000000+00,ANSWERED,2024-08-31 19:58:57.000000+00,
216,110,9,1,2024-09-01 17:22:49.000000+00,,,MISSED,2024-09-01 17:27:49.000000+00,
217,110,9,2,2024-09-01 21:22:49.000000+00,,,MISSED,2024-09-01 21:27:49.000000+00,
218,110,9,3,2024-09-02 01:22:49.000000+00,,,MISSED,2024-09-02 01:27:49.000000+00,
219,110,9,4,2024-09-02 05:22:49.000000+00,,,MISSED,2024-09-02 05:27:49.000000+00,
220,111,10,1,2024-09-16 17:10:08.000000+00,2024-09-16 17:10:23.000000+00,2024-09-16 17:13:00.000000+00,ANSWERED,2024-09-16 17:15:08.000000+00,
221,112,9,1,2024-09-19 11:31:24.000000+00,2024-09-19 11:31:47.000000+00,2024-09-19 11:34:54.000000+00,ANSWERED,2024-09-19 11:36:24.000000+00,
222,113,7,1,2024-10-07 17:58:26.000000+00,2024-10-07 17:58:38.000000+00,2024-10-07 18:00:41.000000+00,ANSWERED,2024-10-07 18:03:26.000000+00,
223,114,6,1,2024-10-11 13:15:53.000000+00,,,MISSED,2024-10-11 13:20:53.000000+00,
224,114,6,2,2024-10-11 21:15:53.000000+00,2024-10-11 21:16:07.000000+00,2024-10-11 21:18:59.000000+00,ANSWERED,2024-10-11 21:20:53.000000+00,
225,115,10,1,2024-10-17 10:29:20.000000+00,2024-10-17 10:29:33.000000+00,2024-10-17 10:33:05.000000+00,ANSWERED,2024-10-17 10:34:20.000000+00,
226,116,8,1,2024-10-18 09:39:03.000000+00,,,MISSED,2024-10-18 09:44:03.000000+00,
227,116,8,2,2024-10-18 13:39:03.000000+00,,,MISSED,2024-10-18 13:44:03.000000+00,
228,116,8,3,2024-10-18 17:39:03.000000+00,2024-10-18 17:39:27.000000+00,2024-10-18 17:42:44.000000+00,ANSWERED,2024-10-18 17:44:03.000000+00,
229,117,6,1,2024-10-29 13:35:42.000000+00,2024-10-29 13:36:04.000000+00,2024-10-29 13:38:34.000000+00,ANSWERED,2024-10-29 13:40:42.000000+00,
230,118,6,1,2024-11-18 16:15:19.000000+00,2024-11-18 16:15:40.000000+00,2024-11-18 16:18:23.000000+00,ANSWERED,2024-11-18 16:20:19.000000+00,
231,119,7,1,2024-12-14 15:58:40.000000+00,2024-12-14 15:58:49.000000+00,2024-12-14 16:01:21.000000+00,ANSWERED,2024-12-14 16:03:40.000000+00,
232,120,10,1,2025-01-17 14:37:41.000000+00,,,MISSED,2025-01-17 14:42:41.000000+00,
233,120,10,2,2025-01-17 18:37:41.000000+00,2025-01-17 18:37:58.000000+00,2025-01-17 18:41:47.000000+00,ANSWERED,2025-01-17 18:42:41.000000+00,
234,121,7,1,2025-02-09 15:46:17.000000+00,2025-02-09 15:46:38.000000+00,2025-02-09 15:49:46.000000+00,ANSWERED,2025-02-09 15:51:17.000000+00,
235,122,6,1,2025-02-15 17:20:48.000000+00,,,MISSED,2025-02-15 17:25:48.000000+00,
236,123,8,1,2025-02-20 13:43:44.000000+00,,,MISSED,2025-02-20 13:48:44.000000+00,
237,123,8,2,2025-02-20 17:43:44.000000+00,2025-02-20 17:43:52.000000+00,2025-02-20 17:47:12.000000+00,ANSWERED,2025-02-20 17:48:44.000000+00,
238,124,8,1,2025-02-24 15:46:45.000000+00,,,MISSED,2025-02-24 15:51:45.000000+00,
239,124,8,2,2025-02-24 17:46:45.000000+00,2025-02-24 17:47:00.000000+00,2025-02-24 17:49:43.000000+00,ANSWERED,2025-02-24 17:51:45.000000+00,
240,125,10,1,2025-02-27 14:52:35.000000+00,,,MISSED,2025-02-27 14:57:35.000000+00,
241,125,10,2,2025-02-27 16:52:35.000000+00,2025-02-27 16:52:56.000000+00,2025-02-27 16:55:46.000000+00,ANSWERED,2025-02-27 16:57:35.000000+00,
242,126,7,1,2025-03-11 18:49:11.000000+00,2025-03-11 18:49:20.000000+00,2025-03-11 18:53:01.000000+00,ANSWERED,2025-03-11 18:54:11.000000+00,
243,127,10,1,2025-03-16 10:39:08.000000+00,,,MISSED,2025-03-16 10:44:08.000000+00,
244,127,10,2,2025-03-16 14:39:08.000000+00,,,MISSED,2025-03-16 14:44:08.000000+00,
245,127,10,3,2025-03-16 18:39:08.000000+00,,,MISSED,2025-03-16 18:44:08.000000+00,
246,128,10,1,2025-03-20 13:16:03.000000+00,,,MISSED,2025-03-20 13:21:03.000000+00,
247,128,10,2,2025-03-20 21:16:03.000000+00,,,MISSED,2025-03-20 21:21:03.000000+00,
248,128,10,3,2025-03-21 05:16:03.000000+00,,,MISSED,2025-03-21 05:21:03.000000+00,
249,128,10,4,2025-03-21 13:16:03.000000+00,,,MISSED,2025-03-21 13:21:03.000000+00,
250,129,9,1,2025-03-30 18:10:15.000000+00,,,MISSED,2025-03-30 18:15:15.000000+00,
251,129,9,2,2025-03-31 02:10:15.000000+00,2025-03-31 02:10:24.000000+00,2025-03-31 02:14:24.000000+00,ANSWERED,2025-03-31 02:15:15.000000+00,
252,130,7,1,2025-04-03 14:32:19.000000+00,,,MISSED,2025-04-03 14:37:19.000000+00,
253,130,7,2,2025-04-03 18:32:19.000000+00,,,MISSED,2025-04-03 18:37:19.000000+00,
254,130,7,3,2025-04-03 22:32:19.000000+00,2025-04-03 22:32:28.000000+00,2025-04-03 22:36:19.000000+00,ANSWERED,2025-04-03 22:37:19.000000+00,
255,131,10,1,2025-04-10 10:05:26.000000+00,2025-04-10 10:05:45.000000+00,2025-04-10 10:08:11.000000+00,ANSWERED,2025-04-10 10:10:26.000000+00,
256,132,9,1,2025-04-23 17:45:37.000000+00,2025-04-23 17:45:47.000000+00,2025-04-23 17:49:40.000000+00,ANSWERED,2025-04-23 17:50:37.000000+00,
257,133,8,1,2025-04-25 14:57:36.000000+00,,,MISSED,2025-04-25 15:02:36.000000+00,
258,133,8,2,2025-04-25 18:57:36.000000+00,2025-04-25 18:57:44.000000+00,2025-04-25 19:01:21.000000+00,ANSWERED,2025-04-25 19:02:36.000000+00,
259,134,7,1,2025-04-26 17:52:20.000000+00,2025-04-26 17:52:42.000000+00,2025-04-26 17:56:09.000000+00,ANSWERED,2025-04-26 17:57:20.000000+00,
260,135,8,1,2025-05-02 14:33:58.000000+00,2025-05-02 14:34:12.000000+00,2025-05-02 14:38:12.000000+00,ANSWERED,2025-05-02 14:38:58.000000+00,
261,136,6,1,2025-05-03 11:31:44.000000+00,2025-05-03 11:31:58.000000+00,2025-05-03 11:34:20.000000+00,ANSWERED,2025-05-03 11:36:44.000000+00,
262,137,9,1,2025-05-07 17:00:32.000000+00,2025-05-07 17:00:51.000000+00,2025-05-07 17:03:34.000000+00,ANSWERED,2025-05-07 17:05:32.000000+00,
263,138,10,1,2025-05-22 15:04:18.000000+00,2025-05-22 15:04:42.000000+00,2025-05-22 15:07:37.000000+00,ANSWERED,2025-05-22 15:09:18.000000+00,
264,139,8,1,2025-05-28 13:19:53.000000+00,,,MISSED,2025-05-28 13:24:53.000000+00,
265,139,8,2,2025-05-28 17:19:53.000000+00,2025-05-28 17:20:04.000000+00,2025-05-28 17:22:59.000000+00,ANSWERED,2025-05-28 17:24:53.000000+00,
266,140,7,1,2025-06-07 13:34:35.000000+00,2025-06-07 13:34:58.000000+00,2025-06-07 13:38:46.000000+00,ANSWERED,2025-06-07 13:39:35.000000+00,
267,141,6,1,2025-06-12 12:05:18.000000+00,2025-06-12 12:05:30.000000+00,2025-06-12 12:08:41.000000+00,ANSWERED,2025-06-12 12:10:18.000000+00,
268,142,6,1,2025-06-30 19:00:12.000000+00,,,MISSED,2025-06-30 19:05:12.000000+00,
269,142,6,2,2025-06-30 21:00:12.000000+00,2025-06-30 21:00:28.000000+00,2025-06-30 21:03:35.000000+00,ANSWERED,2025-06-30 21:05:12.000000+00,
270,143,9,1,2025-06-30 13:47:50.000000+00,2025-06-30 13:48:01.000000+00,2025-06-30 13:50:06.000000+00,ANSWERED,2025-06-30 13:52:50.000000+00,
271,144,6,1,2025-07-05 17:11:33.000000+00,,,MISSED,2025-07-05 17:16:33.000000+00,
272,144,6,2,2025-07-05 19:11:33.000000+00,,,MISSED,2025-07-05 19:16:33.000000+00,
273,144,6,3,2025-07-05 21:11:33.000000+00,,,MISSED,2025-07-05 21:16:33.000000+00,
274,144,6,4,2025-07-05 23:11:33.000000+00,,,MISSED,2025-07-05 23:16:33.000000+00,
275,144,6,5,2025-07-06 01:11:33.000000+00,,,MISSED,2025-07-06 01:16:33.000000+00,
276,145,9,1,2025-08-03 16:59:21.000000+00,2025-08-03 16:59:43.000000+00,2025-08-03 17:02:50.000000+00,ANSWERED,2025-08-03 17:04:21.000000+00,
277,146,9,1,2025-08-25 12:19:47.000000+00,,,MISSED,2025-08-25 12:24:47.000000+00,
278,146,9,2,2025-08-25 16:19:47.000000+00,2025-08-25 16:20:04.000000+00,2025-08-25 16:22:47.000000+00,ANSWERED,2025-08-25 16:24:47.000000+00,
279,147,8,1,2025-08-26 16:23:22.000000+00,2025-08-26 16:23:47.000000+00,2025-08-26 16:27:37.000000+00,ANSWERED,2025-08-26 16:28:22.000000+00,
280,148,7,1,2025-08-27 16:36:58.000000+00,,,MISSED,2025-08-27 16:41:58.000000+00,
281,148,7,2,2025-08-27 20:36:58.000000+00,2025-08-27 20:37:10.000000+00,2025-08-27 20:40:17.000000+00,ANSWERED,2025-08-27 20:41:58.000000+00,
282,149,8,1,2025-09-11 12:39:10.000000+00,2025-09-11 12:39:25.000000+00,2025-09-11 12:41:52.000000+00,ANSWERED,2025-09-11 12:44:10.000000+00,
283,150,6,1,2025-09-21 20:59:30.000000+00,,,MISSED,2025-09-21 21:04:30.000000+00,
284,150,6,2,2025-09-22 00:59:30.000000+00,2025-09-22 00:59:41.000000+00,2025-09-22 01:02:59.000000+00,ANSWERED,2025-09-22 01:04:30.000000+00,
285,151,6,1,2025-09-24 12:41:55.000000+00,2025-09-24 12:42:14.000000+00,2025-09-24 12:45:39.000000+00,ANSWERED,2025-09-24 12:46:55.000000+00,
286,152,6,1,2025-10-05 15:51:49.000000+00,2025-10-05 15:51:57.000000+00,2025-10-05 15:55:25.000000+00,ANSWERED,2025-10-05 15:56:49.000000+00,
287,153,8,1,2025-10-15 13:03:18.000000+00,,,MISSED,2025-10-15 13:08:18.000000+00,
288,153,8,2,2025-10-15 15:03:18.000000+00,2025-10-15 15:03:42.000000+00,2025-10-15 15:05:48.000000+00,ANSWERED,2025-10-15 15:08:18.000000+00,
289,154,10,1,2025-10-27 17:35:51.000000+00,2025-10-27 17:36:01.000000+00,2025-10-27 17:39:13.000000+00,ANSWERED,2025-10-27 17:40:51.000000+00,
290,155,8,1,2025-10-31 14:55:25.000000+00,,,MISSED,2025-10-31 15:00:25.000000+00,
291,155,8,2,2025-10-31 18:55:25.000000+00,2025-10-31 18:55:38.000000+00,2025-10-31 18:58:14.000000+00,ANSWERED,2025-10-31 19:00:25.000000+00,
292,156,10,1,2025-11-12 10:01:35.000000+00,,,MISSED,2025-11-12 10:06:35.000000+00,
293,156,10,2,2025-11-12 12:01:35.000000+00,,,MISSED,2025-11-12 12:06:35.000000+00,
294,156,10,3,2025-11-12 14:01:35.000000+00,2025-11-12 14:01:57.000000+00,2025-11-12 14:05:28.000000+00,ANSWERED,2025-11-12 14:06:35.000000+00,
295,157,6,1,2025-11-28 10:36:07.000000+00,,,MISSED,2025-11-28 10:41:07.000000+00,
296,157,6,2,2025-11-28 14:36:07.000000+00,,,MISSED,2025-11-28 14:41:07.000000+00,
297,157,6,3,2025-11-28 18:36:07.000000+00,2025-11-28 18:36:20.000000+00,2025-11-28 18:39:34.000000+00,ANSWERED,2025-11-28 18:41:07.000000+00,
298,158,9,1,2025-12-03 17:46:06.000000+00,2025-12-03 17:46:27.000000+00,2025-12-03 17:49:43.000000+00,ANSWERED,2025-12-03 17:51:06.000000+00,
299,159,10,1,2025-12-13 12:48:23.000000+00,,,MISSED,2025-12-13 12:53:23.000000+00,
300,159,10,2,2025-12-13 14:48:23.000000+00,2025-12-13 14:48:43.000000+00,2025-12-13 14:51:56.000000+00,ANSWERED,2025-12-13 14:53:23.000000+00,
301,160,9,1,2025-12-25 15:06:03.000000+00,,,MISSED,2025-12-25 15:11:03.000000+00,
302,160,9,2,2025-12-25 23:06:03.000000+00,,,MISSED,2025-12-25 23:11:03.000000+00,
303,160,9,3,2025-12-26 07:06:03.000000+00,,,MISSED,2025-12-26 07:11:03.000000+00,
304,160,9,4,2025-12-26 15:06:03.000000+00,,,MISSED,2025-12-26 15:11:03.000000+00,
305,161,7,1,2026-01-06 17:26:49.000000+00,,,MISSED,2026-01-06 17:31:49.000000+00,
306,161,7,2,2026-01-06 21:26:49.000000+00,2026-01-06 21:27:11.000000+00,2026-01-06 21:30:33.000000+00,ANSWERED,2026-01-06 21:31:49.000000+00,
307,162,8,1,2024-01-26 12:25:42.000000+00,2024-01-26 12:25:59.000000+00,2024-01-26 12:29:05.000000+00,ANSWERED,2024-01-26 12:30:42.000000+00,
308,163,10,1,2024-02-06 15:56:08.000000+00,2024-02-06 15:56:27.000000+00,2024-02-06 16:00:07.000000+00,ANSWERED,2024-02-06 16:01:08.000000+00,
309,164,7,1,2024-03-01 13:41:32.000000+00,,,MISSED,2024-03-01 13:46:32.000000+00,
310,164,7,2,2024-03-01 17:41:32.000000+00,2024-03-01 17:41:47.000000+00,2024-03-01 17:45:08.000000+00,ANSWERED,2024-03-01 17:46:32.000000+00,
311,165,9,1,2024-04-02 16:59:35.000000+00,,,MISSED,2024-04-02 17:04:35.000000+00,
312,165,9,2,2024-04-02 20:59:35.000000+00,,,MISSED,2024-04-02 21:04:35.000000+00,
313,165,9,3,2024-04-03 00:59:35.000000+00,,,MISSED,2024-04-03 01:04:35.000000+00,
314,165,9,4,2024-04-03 04:59:35.000000+00,,,MISSED,2024-04-03 05:04:35.000000+00,
315,166,9,1,2024-04-06 13:05:11.000000+00,,,MISSED,2024-04-06 13:10:11.000000+00,
316,166,9,2,2024-04-06 15:05:11.000000+00,,,MISSED,2024-04-06 15:10:11.000000+00,
317,166,9,3,2024-04-06 17:05:11.000000+00,,,MISSED,2024-04-06 17:10:11.000000+00,
318,166,9,4,2024-04-06 19:05:11.000000+00,,,MISSED,2024-04-06 19:10:11.000000+00,
319,167,6,1,2024-04-07 12:28:19.000000+00,,,MISSED,2024-04-07 12:33:19.000000+00,
320,167,6,2,2024-04-07 20:28:19.000000+00,2024-04-07 20:28:33.000000+00,2024-04-07 20:31:45.000000+00,ANSWERED,2024-04-07 20:33:19.000000+00,
321,168,8,1,2024-04-16 14:33:26.000000+00,,,MISSED,2024-04-16 14:38:26.000000+00,
322,168,8,2,2024-04-16 16:33:26.000000+00,,,MISSED,2024-04-16 16:38:26.000000+00,
323,168,8,3,2024-04-16 18:33:26.000000+00,2024-04-16 18:33:40.000000+00,2024-04-16 18:37:33.000000+00,ANSWERED,2024-04-16 18:38:26.000000+00,
324,169,9,1,2024-04-16 12:43:03.000000+00,2024-04-16 12:43:18.000000+00,2024-04-16 12:47:05.000000+00,ANSWERED,2024-04-16 12:48:03.000000+00,
325,170,9,1,2024-04-20 11:29:34.000000+00,,,MISSED,2024-04-20 11:34:34.000000+00,
326,170,9,2,2024-04-20 13:29:34.000000+00,,,MISSED,2024-04-20 13:34:34.000000+00,
327,170,9,3,2024-04-20 15:29:34.000000+00,,,MISSED,2024-04-20 15:34:34.000000+00,
328,171,8,1,2024-05-02 14:50:40.000000+00,,,MISSED,2024-05-02 14:55:40.000000+00,
329,171,8,2,2024-05-02 16:50:40.000000+00,,,MISSED,2024-05-02 16:55:40.000000+00,
330,171,8,3,2024-05-02 18:50:40.000000+00,2024-05-02 18:51:05.000000+00,2024-05-02 18:53:56.000000+00,ANSWERED,2024-05-02 18:55:40.000000+00,
331,172,10,1,2024-06-24 12:42:25.000000+00,,,MISSED,2024-06-24 12:47:25.000000+00,
332,173,9,1,2024-07-26 14:17:57.000000+00,2024-07-26 14:18:05.000000+00,2024-07-26 14:21:34.000000+00,ANSWERED,2024-07-26 14:22:57.000000+00,
333,174,6,1,2024-08-17 11:53:41.000000+00,,,MISSED,2024-08-17 11:58:41.000000+00,
334,174,6,2,2024-08-17 13:53:41.000000+00,,,MISSED,2024-08-17 13:58:41.000000+00,
335,175,10,1,2024-08-22 11:09:30.000000+00,2024-08-22 11:09:41.000000+00,2024-08-22 11:13:02.000000+00,ANSWERED,2024-08-22 11:14:30.000000+00,
336,176,9,1,2024-09-06 10:58:18.000000+00,2024-09-06 10:58:26.000000+00,2024-09-06 11:01:19.000000+00,ANSWERED,2024-09-06 11:03:18.000000+00,
337,177,10,1,2024-10-02 11:03:51.000000+00,,,MISSED,2024-10-02 11:08:51.000000+00,
338,177,10,2,2024-10-02 13:03:51.000000+00,2024-10-02 13:04:05.000000+00,2024-10-02 13:06:27.000000+00,ANSWERED,2024-10-02 13:08:51.000000+00,
339,178,9,1,2024-10-05 19:10:32.000000+00,2024-10-05 19:10:47.000000+00,2024-10-05 19:14:47.000000+00,ANSWERED,2024-10-05 19:15:32.000000+00,
340,179,9,1,2024-10-19 14:54:21.000000+00,,,MISSED,2024-10-19 14:59:21.000000+00,
341,179,9,2,2024-10-19 16:54:21.000000+00,2024-10-19 16:54:39.000000+00,2024-10-19 16:57:07.000000+00,ANSWERED,2024-10-19 16:59:21.000000+00,
342,180,6,1,2024-11-01 15:14:21.000000+00,,,MISSED,2024-11-01 15:19:21.000000+00,
343,180,6,2,2024-11-01 23:14:21.000000+00,2024-11-01 23:14:40.000000+00,2024-11-01 23:17:57.000000+00,ANSWERED,2024-11-01 23:19:21.000000+00,
344,181,9,1,2024-11-12 13:29:41.000000+00,,,MISSED,2024-11-12 13:34:41.000000+00,
345,181,9,2,2024-11-12 21:29:41.000000+00,2024-11-12 21:30:05.000000+00,2024-11-12 21:34:00.000000+00,ANSWERED,2024-11-12 21:34:41.000000+00,
346,182,10,1,2024-11-17 19:26:49.000000+00,2024-11-17 19:27:14.000000+00,2024-11-17 19:31:08.000000+00,ANSWERED,2024-11-17 19:31:49.000000+00,
347,183,9,1,2024-11-21 17:01:33.000000+00,,,MISSED,2024-11-21 17:06:33.000000+00,
348,183,9,2,2024-11-21 21:01:33.000000+00,2024-11-21 21:01:50.000000+00,2024-11-21 21:05:37.000000+00,ANSWERED,2024-11-21 21:06:33.000000+00,
349,184,6,1,2024-11-23 15:02:10.000000+00,,,MISSED,2024-11-23 15:07:10.000000+00,
350,184,6,2,2024-11-23 19:02:10.000000+00,2024-11-23 19:02:29.000000+00,2024-11-23 19:06:23.000000+00,ANSWERED,2024-11-23 19:07:10.000000+00,
351,185,9,1,2024-11-24 12:20:19.000000+00,,,MISSED,2024-11-24 12:25:19.000000+00,
352,185,9,2,2024-11-24 20:20:19.000000+00,,,MISSED,2024-11-24 20:25:19.000000+00,
353,185,9,3,2024-11-25 04:20:19.000000+00,2024-11-25 04:20:30.000000+00,2024-11-25 04:24:23.000000+00,ANSWERED,2024-11-25 04:25:19.000000+00,
354,186,10,1,2024-12-03 13:38:26.000000+00,,,MISSED,2024-12-03 13:43:26.000000+00,
