id,issue_id,assignment_id,raised_by_supervisor_id,target_solver_id,complaint_details,complaint_image_url,created_at,updated_at
72,705,666,2,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_72.jpg,2025-07-06 14:02:03.000000+00,2025-07-06 19:02:03.000000+00
73,706,667,3,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_73.jpg,2026-01-12 12:42:20.000000+00,2026-01-12 15:42:20.000000+00
74,719,677,2,7,Work not completed as per standards.,https://storage.facility.com/complaints/comp_74.jpg,2022-09-19 13:27:31.000000+00,2022-09-19 17:27:31.000000+00
75,734,690,2,8,Improper repair done.,https://storage.facility.com/complaints/comp_75.jpg,2023-02-25 15:41:37.000000+00,2023-02-26 06:41:37.000000+00
76,759,714,3,7,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_76.jpg,2024-08-02 18:56:35.000000+00,2024-08-03 09:56:35.000000+00
77,774,727,3,10,Improper repair done.,https://storage.facility.com/complaints/comp_77.jpg,2023-09-24 10:07:59.000000+00,2023-09-25 02:07:59.000000+00
78,803,756,1,8,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_78.jpg,2023-11-16 15:10:08.000000+00,2023-11-16 23:10:08.000000+00
79,806,759,3,6,Improper repair done.,https://storage.facility.com/complaints/comp_79.jpg,2022-02-19 16:20:00.000000+00,2022-02-20 16:20:00.000000+00
80,840,789,1,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_80.jpg,2024-12-08 08:07:11.000000+00,2024-12-09 04:07:11.000000+00
81,847,796,3,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_81.jpg,2022-03-05 10:07:54.000000+00,2022-03-06 08:07:54.000000+00
82,873,820,1,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_82.jpg,2022-12-21 21:14:43.000000+00,2022-12-22 04:14:43.000000+00
83,878,824,1,7,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_83.jpg,2024-08-16 02:04:24.000000+00,2024-08-16 03:04:24.000000+00
84,884,830,3,6,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_84.jpg,2023-05-31 13:29:18.000000+00,2023-06-01 07:29:18.000000+00
85,907,852,1,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_85.jpg,2023-11-13 11:55:56.000000+00,2023-11-14 03:55:56.000000+00
86,909,854,3,10,Work not completed as per standards.,https://storage.facility.com/complaints/comp_86.jpg,2023-10-10 15:32:18.000000+00,2023-10-11 04:32:18.000000+00
87,925,869,2,10,Improper repair done.,https://storage.facility.com/complaints/comp_87.jpg,2023-02-14 08:18:03.000000+00,2023-02-14 11:18:03.000000+00
88,933,877,3,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_88.jpg,2023-01-25 17:49:48.000000+00,2023-01-26 10:49:48.000000+00
89,935,879,3,9,Work not completed as per standards.,https://storage.facility.com/complaints/comp_89.jpg,2022-11-26 11:00:09.000000+00,2022-11-26 14:00:09.000000+00
90,945,888,1,7,Work not completed as per standards.,https://storage.facility.com/complaints/comp_90.jpg,2025-12-28 06:54:53.000000+00,2025-12-28 21:54:53.000000+00
91,950,891,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_91.jpg,2025-09-10 11:14:20.000000+00,2025-09-11 02:14:20.000000+00
92,989,929,3,8,Improper repair done.,https://storage.facility.com/complaints/comp_92.jpg,2023-12-27 08:03:29.000000+00,2023-12-28 08:03:29.000000+00
93,992,932,1,6,Work not completed as per standards.,https://storage.facility.com/complaints/comp_93.jpg,2024-12-26 12:21:01.000000+00,2024-12-27 04:21:01.000000+00
94,993,933,1,10,Improper repair done.,https://storage.facility.com/complaints/comp_94.jpg,2024-07-18 18:43:43.000000+00,2024-07-18 23:43:43.000000+00
95,1028,963,3,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_95.jpg,2023-11-26 01:34:27.000000+00,2023-11-26 21:34:27.000000+00
96,1033,967,3,8,Solver did not respond on time.,https://storage.facility.com/complaints/comp_96.jpg,2022-10-29 11:07:38.000000+00,2022-10-29 14:07:38.000000+00
97,1043,978,3,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_97.jpg,2025-06-10 13:26:55.000000+00,2025-06-11 07:26:55.000000+00
98,1083,1017,2,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_98.jpg,2026-01-19 13:19:02.000000+00,2026-01-20 03:19:02.000000+00
99,1095,1028,3,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_99.jpg,2023-03-01 18:15:18.000000+00,2023-03-02 08:15:18.000000+00
100,1097,1030,1,9,Work not completed as per standards.,https://storage.facility.com/complaints/comp_100.jpg,2024-01-19 13:05:19.000000+00,2024-01-19 17:05:19.000000+00
101,1098,1031,3,6,Work not completed as per standards.,https://storage.facility.com/complaints/comp_101.jpg,2025-04-25 17:37:03.000000+00,2025-04-25 20:37:03.000000+00
102,1112,1045,1,6,Work not completed as per standards.,https://storage.facility.com/complaints/comp_102.jpg,2023-05-11 17:08:04.000000+00,2023-05-12 17:08:04.000000+00
103,1129,1060,2,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_103.jpg,2024-09-16 17:51:59.000000+00,2024-09-17 04:51:59.000000+00
104,1151,1079,2,9,Improper repair done.,https://storage.facility.com/complaints/comp_104.jpg,2024-09-22 16:24:43.000000+00,2024-09-23 08:24:43.000000+00
105,1177,1101,3,6,Work not completed as per standards.,https://storage.facility.com/complaints/comp_105.jpg,2023-10-02 10:50:57.000000+00,2023-10-02 19:50:57.000000+00
106,1181,1105,2,6,Solver did not respond on time.,https://storage.facility.com/complaints/comp_106.jpg,2024-01-01 17:52:24.000000+00,2024-01-02 02:52:24.000000+00
107,1184,1109,2,9,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_107.jpg,2025-05-18 11:48:37.000000+00,2025-05-18 19:48:37.000000+00
108,1190,1114,1,9,Improper repair done.,https://storage.facility.com/complaints/comp_108.jpg,2023-07-30 10:24:52.000000+00,2023-07-31 01:24:52.000000+00
109,1211,1133,1,10,Improper repair done.,https://storage.facility.com/complaints/comp_109.jpg,2025-09-17 11:33:09.000000+00,2025-09-17 12:33:09.000000+00
110,1220,1141,2,9,Improper repair done.,https://storage.facility.com/complaints/comp_110.jpg,2025-01-24 18:42:53.000000+00,2025-01-25 17:42:53.000000+00
111,1224,1145,1,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_111.jpg,2025-05-02 20:01:13.000000+00,2025-05-03 00:01:13.000000+00
112,1233,1154,2,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_112.jpg,2022-08-25 17:59:14.000000+00,2022-08-26 00:59:14.000000+00
113,1240,1161,2,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_113.jpg,2022-12-23 05:59:25.000000+00,2022-12-24 01:59:25.000000+00
114,1244,1165,1,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_114.jpg,2023-04-19 08:15:12.000000+00,2023-04-19 10:15:12.000000+00
115,1247,1168,1,10,Work not completed as per standards.,https://storage.facility.com/complaints/comp_115.jpg,2022-08-04 09:03:55.000000+00,2022-08-04 18:03:55.000000+00
116,1257,1179,2,9,Work not completed as per standards.,https://storage.facility.com/complaints/comp_116.jpg,2025-12-29 09:50:19.000000+00,2025-12-29 17:50:19.000000+00
117,1266,1188,2,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_117.jpg,2024-12-02 15:15:06.000000+00,2024-12-03 10:15:06.000000+00
118,1270,1192,2,8,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_118.jpg,2025-04-10 19:54:59.000000+00,2025-04-11 12:54:59.000000+00
119,1288,1211,1,10,Improper repair done.,https://storage.facility.com/complaints/comp_119.jpg,2025-06-11 18:26:38.000000+00,2025-06-12 17:26:38.000000+00
120,1293,1216,2,10,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_120.jpg,2024-09-08 17:24:21.000000+00,2024-09-09 13:24:21.000000+00
121,1296,1219,1,7,Work not completed as per standards.,https://storage.facility.com/complaints/comp_121.jpg,2022-12-23 14:38:28.000000+00,2022-12-24 01:38:28.000000+00
122,1313,1234,1,6,Improper repair done.,https://storage.facility.com/complaints/comp_122.jpg,2023-05-25 14:39:20.000000+00,2023-05-25 18:39:20.000000+00
123,1323,1244,1,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_123.jpg,2022-08-30 18:30:38.000000+00,2022-08-31 09:30:38.000000+00
124,1330,1251,1,8,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_124.jpg,2025-10-30 14:51:06.000000+00,2025-10-31 04:51:06.000000+00
125,1331,1252,2,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_125.jpg,2024-01-27 10:04:40.000000+00,2024-01-27 23:04:40.000000+00
126,1332,1253,2,8,Solver did not respond on time.,https://storage.facility.com/complaints/comp_126.jpg,2024-04-09 09:28:06.000000+00,2024-04-09 18:28:06.000000+00
127,1345,1268,2,10,Work not completed as per standards.,https://storage.facility.com/complaints/comp_127.jpg,2023-07-22 17:53:54.000000+00,2023-07-23 06:53:54.000000+00
128,1368,1289,1,7,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_128.jpg,2024-01-08 10:51:07.000000+00,2024-01-09 01:51:07.000000+00
129,1380,1301,1,8,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_129.jpg,2022-06-12 08:20:52.000000+00,2022-06-13 08:20:52.000000+00
130,1406,1324,1,8,Solver did not respond on time.,https://storage.facility.com/complaints/comp_130.jpg,2022-05-27 21:34:12.000000+00,2022-05-28 08:34:12.000000+00
131,1410,1328,3,7,Improper repair done.,https://storage.facility.com/complaints/comp_131.jpg,2024-12-17 10:08:15.000000+00,2024-12-17 16:08:15.000000+00
132,1411,1329,2,10,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_132.jpg,2023-01-26 12:39:10.000000+00,2023-01-27 05:39:10.000000+00
133,1422,1339,3,6,Solver did not respond on time.,https://storage.facility.com/complaints/comp_133.jpg,2022-10-14 05:26:20.000000+00,2022-10-15 01:26:20.000000+00
134,1423,1340,2,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_134.jpg,2024-07-24 14:50:41.000000+00,2024-07-24 22:50:41.000000+00
135,1436,1353,3,8,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_135.jpg,2024-11-12 09:53:25.000000+00,2024-11-13 06:53:25.000000+00
136,1494,1405,2,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_136.jpg,2022-07-01 13:56:56.000000+00,2022-07-02 05:56:56.000000+00
137,1502,1414,2,10,Work not completed as per standards.,https://storage.facility.com/complaints/comp_137.jpg,2022-04-15 23:06:52.000000+00,2022-04-16 04:06:52.000000+00
138,1510,1421,2,10,Work not completed as per standards.,https://storage.facility.com/complaints/comp_138.jpg,2022-05-16 18:13:44.000000+00,2022-05-17 10:13:44.000000+00
139,1518,1428,1,9,Improper repair done.,https://storage.facility.com/complaints/comp_139.jpg,2023-02-02 15:03:01.000000+00,2023-02-03 15:03:01.000000+00
140,1534,1443,3,7,Improper repair done.,https://storage.facility.com/complaints/comp_140.jpg,2023-08-19 17:28:46.000000+00,2023-08-19 20:28:46.000000+00
141,1545,1453,1,8,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_141.jpg,2022-04-30 08:11:02.000000+00,2022-04-30 18:11:02.000000+00
142,1569,1478,1,7,Work not completed as per standards.,https://storage.facility.com/complaints/comp_142.jpg,2024-04-12 15:51:31.000000+00,2024-04-13 00:51:31.000000+00
143,1578,1488,3,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_143.jpg,2025-06-07 11:38:29.000000+00,2025-06-07 21:38:29.000000+00
144,1588,1494,2,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_144.jpg,2026-01-20 05:27:48.000000+00,2026-01-20 13:27:48.000000+00
145,1595,1502,1,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_145.jpg,2023-06-28 13:58:35.000000+00,2023-06-29 13:58:35.000000+00
146,1599,1506,1,9,Improper repair done.,https://storage.facility.com/complaints/comp_146.jpg,2025-09-29 12:33:25.000000+00,2025-09-30 03:33:25.000000+00
147,1602,1509,3,6,Work not completed as per standards.,https://storage.facility.com/complaints/comp_147.jpg,2023-11-09 11:13:01.000000+00,2023-11-10 09:13:01.000000+00
148,1607,1514,2,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_148.jpg,2025-08-25 13:54:29.000000+00,2025-08-26 10:54:29.000000+00
149,1629,1535,1,10,Improper repair done.,https://storage.facility.com/complaints/comp_149.jpg,2025-04-14 04:15:31.000000+00,2025-04-14 21:15:31.000000+00
150,1650,1555,1,8,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_150.jpg,2025-12-27 09:38:50.000000+00,2025-12-27 13:38:50.000000+00
151,1654,1558,1,10,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_151.jpg,2023-10-02 10:07:23.000000+00,2023-10-03 03:07:23.000000+00
152,1663,1566,3,10,Improper repair done.,https://storage.facility.com/complaints/comp_152.jpg,2023-06-27 12:37:56.000000+00,2023-06-28 02:37:56.000000+00
153,1681,1585,1,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_153.jpg,2026-01-08 14:30:55.000000+00,2026-01-09 10:30:55.000000+00
154,1715,1617,1,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_154.jpg,2023-04-05 05:07:47.000000+00,2023-04-05 12:07:47.000000+00
155,1719,1621,1,9,Work not completed as per standards.,https://storage.facility.com/complaints/comp_155.jpg,2024-04-08 00:17:26.000000+00,2024-04-08 07:17:26.000000+00
156,1720,1622,3,7,Improper repair done.,https://storage.facility.com/complaints/comp_156.jpg,2023-10-22 10:51:23.000000+00,2023-10-22 13:51:23.000000+00
157,1731,1632,3,8,Improper repair done.,https://storage.facility.com/complaints/comp_157.jpg,2024-02-20 04:29:24.000000+00,2024-02-20 20:29:24.000000+00
158,1745,1646,3,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_158.jpg,2024-06-02 14:33:28.000000+00,2024-06-02 20:33:28.000000+00
159,1759,1660,1,10,Work not completed as per standards.,https://storage.facility.com/complaints/comp_159.jpg,2025-01-11 06:49:40.000000+00,2025-01-12 03:49:40.000000+00
160,1781,1678,2,10,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_160.jpg,2024-08-06 11:44:49.000000+00,2024-08-06 22:44:49.000000+00
161,1785,1682,2,7,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_161.jpg,2025-12-19 20:56:56.000000+00,2025-12-20 11:56:56.000000+00
162,1787,1684,2,6,Work not completed as per standards.,https://storage.facility.com/complaints/comp_162.jpg,2022-02-14 11:56:08.000000+00,2022-02-15 08:56:08.000000+00
163,1811,1709,2,9,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_163.jpg,2025-01-26 12:09:54.000000+00,2025-01-26 21:09:54.000000+00
164,1817,1716,3,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_164.jpg,2024-12-27 18:15:36.000000+00,2024-12-27 19:15:36.000000+00
165,1821,1720,3,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_165.jpg,2023-06-12 14:32:02.000000+00,2023-06-13 04:32:02.000000+00
166,1843,1739,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_166.jpg,2025-11-12 23:37:31.000000+00,2025-11-13 01:37:31.000000+00
167,1854,1750,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_167.jpg,2024-03-25 09:56:50.000000+00,2024-03-26 03:56:50.000000+00
168,1858,1753,2,9,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_168.jpg,2024-06-27 06:35:54.000000+00,2024-06-27 11:35:54.000000+00
169,1866,1761,2,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_169.jpg,2025-04-07 16:37:35.000000+00,2025-04-08 05:37:35.000000+00
170,1891,1782,3,6,Improper repair done.,https://storage.facility.com/complaints/comp_170.jpg,2023-09-26 11:03:50.000000+00,2023-09-26 23:03:50.000000+00
171,1911,1802,2,10,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_171.jpg,2022-08-06 04:15:46.000000+00,2022-08-06 18:15:46.000000+00
