"id","assignment_id","solver_id","attempt_number","initiated_at","answered_at","ended_at","status","updated_at","call_sid"
"34","17","7","2","2026-01-31 09:30:13.703505+00","2026-01-31 09:30:28.703505+00","2026-01-31 09:33:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"35","18","8","1","2026-02-03 06:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"36","18","8","2","2026-02-03 08:30:13.703505+00","2026-02-03 08:30:28.703505+00","2026-02-03 08:33:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"37","19","9","1","2026-02-10 05:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"38","19","9","2","2026-02-10 07:30:13.703505+00","2026-02-10 07:30:28.703505+00","2026-02-10 07:33:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"39","20","10","1","2026-01-26 04:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"40","20","10","2","2026-01-26 06:30:13.703505+00","2026-01-26 06:30:28.703505+00","2026-01-26 06:33:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"41","21","6","1","2026-02-07 03:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"42","21","6","2","2026-02-07 05:30:13.703505+00","2026-02-07 05:30:28.703505+00","2026-02-07 05:33:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"43","22","7","1","2026-01-28 02:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"44","22","7","2","2026-01-28 04:30:13.703505+00","2026-01-28 04:30:28.703505+00","2026-01-28 04:33:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"45","23","8","1","2026-02-08 01:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"46","23","8","2","2026-02-08 03:30:13.703505+00","2026-02-08 03:30:28.703505+00","2026-02-08 03:33:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"47","24","9","1","2026-02-05 00:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"48","24","9","2","2026-02-05 02:30:13.703505+00","2026-02-05 02:30:28.703505+00","2026-02-05 02:33:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"49","25","10","1","2026-02-11 11:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"50","25","10","2","2026-02-11 13:30:13.703505+00","2026-02-11 13:30:28.703505+00","2026-02-11 13:33:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"51","26","6","1","2026-02-17 11:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"52","26","6","2","2026-02-17 13:30:13.703505+00","2026-02-17 13:30:33.703505+00","2026-02-17 13:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"53","27","7","1","2026-02-17 09:30:13.703505+00","2026-02-17 09:30:23.703505+00","2026-02-17 09:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"54","28","8","1","2026-02-17 07:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"55","28","8","2","2026-02-17 09:30:13.703505+00","2026-02-17 09:30:33.703505+00","2026-02-17 09:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"56","29","9","1","2026-02-17 05:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"57","29","9","2","2026-02-17 07:30:13.703505+00","2026-02-17 07:30:33.703505+00","2026-02-17 07:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"58","30","10","1","2026-02-17 03:30:13.703505+00","2026-02-17 03:30:23.703505+00","2026-02-17 03:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"59","31","6","1","2026-02-17 01:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"60","31","6","2","2026-02-17 03:30:13.703505+00","2026-02-17 03:30:33.703505+00","2026-02-17 03:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"61","32","7","1","2026-02-16 23:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"62","32","7","2","2026-02-17 01:30:13.703505+00","2026-02-17 01:30:33.703505+00","2026-02-17 01:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"63","33","8","1","2026-02-16 21:30:13.703505+00","2026-02-16 21:30:23.703505+00","2026-02-16 21:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"64","34","9","1","2026-02-16 19:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"65","34","9","2","2026-02-16 21:30:13.703505+00","2026-02-16 21:30:33.703505+00","2026-02-16 21:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"66","35","10","1","2026-02-16 17:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"67","35","10","2","2026-02-16 19:30:13.703505+00","2026-02-16 19:30:33.703505+00","2026-02-16 19:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"68","36","6","1","2026-02-16 15:30:13.703505+00","2026-02-16 15:30:23.703505+00","2026-02-16 15:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"69","37","7","1","2026-02-16 13:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"70","37","7","2","2026-02-16 15:30:13.703505+00","2026-02-16 15:30:33.703505+00","2026-02-16 15:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"71","38","8","1","2026-02-16 11:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"72","38","8","2","2026-02-16 13:30:13.703505+00","2026-02-16 13:30:33.703505+00","2026-02-16 13:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"73","39","9","1","2026-02-16 09:30:13.703505+00","2026-02-16 09:30:23.703505+00","2026-02-16 09:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"74","40","10","1","2026-02-16 07:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"75","40","10","2","2026-02-16 09:30:13.703505+00","2026-02-16 09:30:33.703505+00","2026-02-16 09:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"76","41","6","1","2026-02-18 12:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"77","41","6","2","2026-02-18 14:30:13.703505+00","2026-02-18 14:30:33.703505+00","2026-02-18 14:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"78","42","7","1","2026-02-18 10:30:13.703505+00","2026-02-18 10:30:23.703505+00","2026-02-18 10:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"79","43","8","1","2026-02-18 08:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"80","43","8","2","2026-02-18 10:30:13.703505+00","2026-02-18 10:30:33.703505+00","2026-02-18 10:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"81","44","9","1","2026-02-18 06:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"82","44","9","2","2026-02-18 08:30:13.703505+00","2026-02-18 08:30:33.703505+00","2026-02-18 08:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"83","45","10","1","2026-02-18 04:30:13.703505+00","2026-02-18 04:30:23.703505+00","2026-02-18 04:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"84","46","6","1","2026-02-18 02:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"85","46","6","2","2026-02-18 04:30:13.703505+00","2026-02-18 04:30:33.703505+00","2026-02-18 04:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"86","47","7","1","2026-02-18 00:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"87","47","7","2","2026-02-18 02:30:13.703505+00","2026-02-18 02:30:33.703505+00","2026-02-18 02:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"88","48","8","1","2026-02-17 22:30:13.703505+00","2026-02-17 22:30:23.703505+00","2026-02-17 22:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"89","49","9","1","2026-02-17 20:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"90","49","9","2","2026-02-17 22:30:13.703505+00","2026-02-17 22:30:33.703505+00","2026-02-17 22:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"91","50","10","1","2026-02-17 18:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"92","50","10","2","2026-02-17 20:30:13.703505+00","2026-02-17 20:30:33.703505+00","2026-02-17 20:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"93","51","6","1","2026-02-17 16:30:13.703505+00","2026-02-17 16:30:23.703505+00","2026-02-17 16:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"94","52","7","1","2026-02-17 14:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"95","52","7","2","2026-02-17 16:30:13.703505+00","2026-02-17 16:30:33.703505+00","2026-02-17 16:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"96","53","8","1","2026-02-15 11:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"97","53","8","2","2026-02-15 13:30:13.703505+00","2026-02-15 13:30:33.703505+00","2026-02-15 13:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"98","54","9","1","2026-02-15 08:30:13.703505+00","2026-02-15 08:30:23.703505+00","2026-02-15 08:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"99","55","10","1","2026-02-15 05:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"100","55","10","2","2026-02-15 07:30:13.703505+00","2026-02-15 07:30:33.703505+00","2026-02-15 07:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"101","56","6","1","2026-02-15 02:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"102","56","6","2","2026-02-15 04:30:13.703505+00","2026-02-15 04:30:33.703505+00","2026-02-15 04:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"103","57","7","1","2026-02-14 23:30:13.703505+00","2026-02-14 23:30:23.703505+00","2026-02-14 23:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"104","58","8","1","2026-02-14 20:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"105","58","8","2","2026-02-14 22:30:13.703505+00","2026-02-14 22:30:33.703505+00","2026-02-14 22:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"106","59","9","1","2026-02-14 17:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"107","59","9","2","2026-02-14 19:30:13.703505+00","2026-02-14 19:30:33.703505+00","2026-02-14 19:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"108","60","10","1","2026-02-14 14:30:13.703505+00","2026-02-14 14:30:23.703505+00","2026-02-14 14:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"109","61","6","1","2026-02-14 11:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"110","61","6","2","2026-02-14 13:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"111","61","6","3","2026-02-14 15:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"112","61","6","4","2026-02-14 17:30:13.703505+00","2026-02-14 17:30:25.703505+00","2026-02-14 17:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"113","62","7","1","2026-02-14 09:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"114","62","7","2","2026-02-14 11:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"115","62","7","3","2026-02-14 13:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"116","62","7","4","2026-02-14 15:30:13.703505+00","2026-02-14 15:30:25.703505+00","2026-02-14 15:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"117","63","8","1","2026-02-14 07:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"118","63","8","2","2026-02-14 09:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"119","63","8","3","2026-02-14 11:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"120","63","8","4","2026-02-14 13:30:13.703505+00","2026-02-14 13:30:25.703505+00","2026-02-14 13:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"121","64","9","1","2026-02-14 05:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"122","64","9","2","2026-02-14 07:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"123","64","9","3","2026-02-14 09:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"124","64","9","4","2026-02-14 11:30:13.703505+00","2026-02-14 11:30:25.703505+00","2026-02-14 11:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"125","65","10","1","2026-02-14 03:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"126","65","10","2","2026-02-14 05:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"127","65","10","3","2026-02-14 07:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"128","65","10","4","2026-02-14 09:30:13.703505+00","2026-02-14 09:30:25.703505+00","2026-02-14 09:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"129","66","6","1","2026-02-14 01:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"130","66","6","2","2026-02-14 03:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"131","66","6","3","2026-02-14 05:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"132","66","6","4","2026-02-14 07:30:13.703505+00","2026-02-14 07:30:25.703505+00","2026-02-14 07:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"133","67","7","1","2026-02-13 23:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"134","67","7","2","2026-02-14 01:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"135","67","7","3","2026-02-14 03:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"136","67","7","4","2026-02-14 05:30:13.703505+00","2026-02-14 05:30:25.703505+00","2026-02-14 05:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"137","68","8","1","2026-02-13 21:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"138","68","8","2","2026-02-13 23:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"139","68","8","3","2026-02-14 01:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"140","68","8","4","2026-02-14 03:30:13.703505+00","2026-02-14 03:30:25.703505+00","2026-02-14 03:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"141","69","9","1","2026-02-16 11:30:13.703505+00","2026-02-16 11:30:23.703505+00","2026-02-16 11:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"142","70","10","1","2026-02-16 08:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"143","70","10","2","2026-02-16 10:30:13.703505+00","2026-02-16 10:30:33.703505+00","2026-02-16 10:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"144","71","6","1","2026-02-16 05:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"145","71","6","2","2026-02-16 07:30:13.703505+00","2026-02-16 07:30:33.703505+00","2026-02-16 07:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"146","72","7","1","2026-02-16 02:30:13.703505+00","2026-02-16 02:30:23.703505+00","2026-02-16 02:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"147","73","8","1","2026-02-15 23:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"148","73","8","2","2026-02-16 01:30:13.703505+00","2026-02-16 01:30:33.703505+00","2026-02-16 01:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"149","74","9","1","2026-02-15 20:30:13.703505+00",,,"MISSED","2026-02-20 10:25:14.187804+00",
"150","74","9","2","2026-02-15 22:30:13.703505+00","2026-02-15 22:30:33.703505+00","2026-02-15 22:34:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
"151","75","10","1","2026-02-15 17:30:13.703505+00","2026-02-15 17:30:23.703505+00","2026-02-15 17:32:13.703505+00","ANSWERED","2026-02-20 10:25:14.187804+00",
